adresse,lat,lon
"76 Rue Pierre Bouvier, 69270 Fontaines-Sur-Saône, France",45.78642,4.8834
"19B Quai Jean Jacques Delorme, 41110 Saint-Aignan, France",47.51614,1.3637
"2 Bis Av. Jean Magnon, 41110 Saint-Aignan, France",47.5143,1.3627
"42 Pl. De La Paix, 40190 Villeneuve-De-Marsan, France",43.89646,-0.7191
"53 Pl. Gambetta, 40120 Roquefort, France",43.89218,-0.7201
"4 Av. Des Thermes, 32150 Cazaubon, France",43.83218,0.3866
"17 Pl. Saint-Roch, 40000 Mont-De-Marsan, France",43.97508,-0.7365
"3 Av. Des Thermes, 32150 Cazaubon, France",43.8313,0.3856
"5 Pl. Des Capucins, 32110 Nogaro, France",43.83618,0.3793
"37 Av. Jean Moulin, 34500 Béziers, France",43.3464,3.2179
"1 Av. Georges Clemenceau, 34500 Béziers, France",43.34888,3.2199
"56 All. Paul Riquet, 34500 Béziers, France",43.35048,3.2223
"69 Rue Jean Valette, 34500 Béziers, France",43.34984,3.2169
"40 Bd De Verdun, 34500 Béziers, France",43.34768,3.2201
"8 Rue De La République, 34500 Béziers, France",43.34672,3.216
"1 Av. Maurice Techeney, 33750 Camarsac, France",44.75072,-0.9985
"50 Rue De La Garonne, 33100 Bordeaux, France",44.85474,-0.491
"25 Rue Amaury De Craon, 33670 Créon, France",44.84888,-0.1037
"9 Rue Copernic, 33670 Créon, France",44.85248,-0.1021
"Rue Aimé Césaire, 17700 Surgères, France",45.92104,-0.5543
"79 Rue Audry De Puyravault, 17700 Surgères, France",45.91672,-0.5545
"73 Rue De L'Aunis, 17220 Sainte-Soulle, France",45.99912,-1.1451
"117 Rue Maréchal Foch, 65000 Tarbes, France",43.2293,0.0694
"16 Cr Gambetta, 65000 Tarbes, France",43.23226,0.0678
"11 Rue D'Arcole, 16000 Angoulême, France",45.6468,0.1684
"8 Rue Massillon, 16000 Angoulême, France",45.64624,0.1627
"5 Pl. Francis Louvel, 16000 Angoulême, France",45.64776,0.1654
"16 Rue Félix Arnaudin, 40160 Ychoux, France",44.01216,-0.8385
"16 Place De La Mairie, 40210 Escource, France",43.96394,-0.7768
"188 Av. Du 8 Mai 1945, 40160 Parentis-En-Born, France",44.0172,-0.8412
"47 Av. Georges Clemenceau, 40600 Biscarrosse, France",43.99142,-0.8436
"Pl. Georges Duffau, 40600 Biscarrosse, France",43.99254,-0.8408
"478 Rte De Bordeaux, 40600 Biscarrosse, France",43.99542,-0.8387
"105 Rue André Laville, 40600 Biscarrosse, France",43.99358,-0.8339
"1 Rue De Rohan, 32300 Mirande, France",43.71894,0.5147
"16 Pl. Carnot, 32260 Seissan, France",43.76894,0.8146
"6 Rue Maignon, 32300 Mirande, France",43.72062,0.5124
"33 Rue Saint-Denis, 92700 Colombes, France",,
"35 Rue François 1Er, 92700 Colombes, France",,
"38 Rue François 1Er, 92700 Colombes, France",,
"35 Bd De Valmy, 92700 Colombes, France",,
"160 Av. Henri Barbusse, 92700 Colombes, France",,
"53 Rue Du Bournard, 92700 Colombes, France",,
"198 Av. D'Argenteuil, 92600 Asnières-Sur-Seine, France",,
"14 Rue Du Général Leclerc, 92270 Bois-Colombes, France",,
"215 Av. De Pontaillac, 17200 Royan, France",45.75144,-1.1306
"34 Bis Av. De La République, 17420 Saint-Palais-Sur-Mer, France",45.77616,-1.1823
"33 Rue Des Alouettes, 17640 Vaux-Sur-Mer, France",45.91558,-1.2486
"16 All. Des Demoiselles, 31400 Toulouse, France",43.56614,1.4346
"126 Gd Rue Saint-Michel, 31400 Toulouse, France",43.56806,1.4369
"73 Bd Des Récollets, 31400 Toulouse, France",43.56646,1.4308
"3 Rue Perchepinte, 31000 Toulouse, France",43.60718,1.4435
"16 Gd Rue Saint-Michel, 31400 Toulouse, France",43.56286,1.4289
"34 Rue Du Languedoc, 31000 Toulouse, France",43.6055,1.4463
"1 Pl. Saintes-Scarbes, 31000 Toulouse, France",43.60414,1.4411
"24 Av. Du Champ De Foire, 31380 Gragnague, France",43.66912,1.538
"15 Rue De La Poste Prolongée, 95100 Argenteuil, France",,
"2 Bd Jeanne D'Arc, 95100 Argenteuil, France",,
"1 Bd Léon Feix, 95100 Argenteuil, France",,
"20 Bd Léon Feix, 95100 Argenteuil, France",,
"12 Av. Roquelaure, 95100 Argenteuil, France",,
"81 Av. Charles De Gaulle, 33200 Bordeaux, France",44.852,-0.5999
"3 Rue Cerey, 33200 Bordeaux, France",44.8508,-0.6012
"9 Rue Fernand Cazères, 33200 Bordeaux, France",44.84696,-0.5971
"7 Allees De Tourny, 33000 Bordeaux, France",44.8398,-0.5784
"71 Av. Du Général Leclerc, 33200 Bordeaux, France",44.85184,-0.5954
"14 Rue Voltaire, 29100 Douarnenez, France",48.39672,-4.599
"29 Quai De L'Yser, 29100 Douarnenez, France",48.39752,-4.598
"B.P 246, 50 Rue Duguay Trouin, 29172 Douarnenez, France",48.25168,-4.4468
"1 Rue De La Liberté, 29000 Quimper, France",48.38258,-4.4838
"150 Rue De Belgique, 56100 Lorient, France",47.71398,-3.3634
"43 Rue Du Maréchal Foch, 78250 Meulan-En-Yvelines, France",,
"56 Rue Maurice Bellonte, 78130 Les Mureaux, France",,
"Rue Paul Doumer, 78130 Les Mureaux, France",,
"1 Rue Charles Gounod, 95280 Jouy-Le-Moutier, France",,
"20 Pl. Delas, 24570 Le Lardin-Saint-Lazare, France",45.03402,0.755
"24120 Villac, France",45.0808,0.7087
"12 Rue Aristide Briand, 24120 Terrasson-Lavilledieu, France",45.0832,0.7116
"39 Av. De La Libération, 24210 Thenon, France",44.76264,0.5475
"9 Rue Paul Baudry, 85000 La Roche-Sur-Yon, France",46.66478,-1.4309
"43 Rue Des Frères Payraudeau, 85310 La Chaize-Le-Vicomte, France",46.78218,-1.6201
"42 Av. Georges Clemenceau, 85150 Les Achards, France",46.8203,-1.5542
"7 Pl. Des Halles, 85150 Les Achards, France",46.81398,-1.5453
"3 Rue Du Maréchal Lyautey, 85000 La Roche-Sur-Yon, France",46.66998,-1.4358
"35 Bd Aristide Briand, 85000 La Roche-Sur-Yon, France",46.66334,-1.4333
"51 Rue Jean Jacques Rousseau, 33340 Lesparre-Médoc, France",44.78434,-0.6488
"46 Av. Gaston Nelson, 40110 Morcenx-La-Nouvelle, France",44.02066,-0.7686
"9 Pl. D'Armes, 16700 Ruffec, France",45.68314,0.1048
"51 Rte D'Aigre, 16700 Ruffec, France",45.68162,0.1048
"25Xw+7X, 16700 Ruffec, France",45.68162,0.0955
"11 Pl. Cail, 79110 Chef-Boutonne, France",,
"79 Grande Rue, 79190 Sauzé-Entre-Bois, France",,
"14 Grande Rue Entree 2, 16140 Aigre, France",45.88394,0.0335
"14 Rue Dr Emile Roux, 16700 Ruffec, France",45.68474,0.1032
"12 Rue De La Ferrandié, 16500 Confolens, France",45.69848,0.4202
"3 Rue Font De Guimard, 16500 Confolens, France",45.70208,0.4185
"2 Rue Couvent Des Clarisses, 16500 Confolens, France",45.69888,0.4182
"Pl. Henri-Coursaget, 16500 Confolens, France",45.70088,0.4139
"64 Av. De La République, 16260 Chasseneuil-Sur-Bonnieure, France",45.96894,-0.1975
"3 Valleron, 16150 Chabrac, France",45.95128,0.1216
"17 Rue Jean Parvy, 87600 Rochechouart, France",45.83028,1.1433
"21 Rue Du Port, 85200 Fontenay-Le-Comte, France",46.9147,-1.6504
"12 Rue Notre Dame De Charzais, 85200 Fontenay-Le-Comte, France",46.91598,-1.6488
"22 Rue De L'An Vi, 85450 Chaillé-Les-Marais, France",46.61478,-1.5146
"51 Rue André Tiraqueau, 85200 Fontenay-Le-Comte, France",46.91774,-1.6533
"1 Rue Du Minage, 85200 Fontenay-Le-Comte, France",46.91646,-1.6527
"24 Rue Saint-Jean, 85120 La Châtaigneraie, France",46.8151,-1.551
"Burotel, 2 Rue Du Cardinal Richaud 2, 33300 Bordeaux, France",44.83048,-0.6812
"9 Pl. Gambetta, 33110 Le Bouscat, France",44.53272,-0.5074
"32 Av. Des Frères Arnaud, 31250 Revel, France",43.55726,1.4506
"Rue Robert Boulin, 33230 Coutras, France",44.81676,-0.4605
"16 All. Du Rouergue, 31770 Colomiers, France",43.61848,1.2747
"30 Av. De Garossos, 31700 Beauzelle, France",43.62984,1.3511
"49 Bd Sadi Carnot, 32000 Auch, France",43.6484,0.579
"25 Rue Robert Schuman, 29480 Le Relecq-Kerhuon, France",48.85048,-3.9379
"7 Rue De La Mairie, 29480 Le Relecq-Kerhuon, France",48.85032,-3.9364
"231 Rue De Verdun, 29200 Brest, France",48.41782,-4.48
"Grande Rue, 95740 Frépillon, France",,
"10 Rue Du Général De Gaulle, 95220 Herblay-Sur-Seine, France",,
"7 All. Des Verts Prés, 24750 Trélissac, France",45.16278,0.788
"15 Rue Des Bastions, 47400 Tonneins, France",44.17362,0.7577
"35 Rue Gambetta, 47400 Tonneins, France",44.1713,0.7584
"3 Av. Jean Jaurès, 47360 Prayssas, France",44.30264,0.6134
"Lieu Dit Ruelle, 47400 Tonneins, France",44.17394,0.7526
"72 Rue Du Dr Coulon, 18200 Saint-Amand-Montrond, France",47.25312,2.5509
"44 Rue Henri Barbusse, 18200 Saint-Amand-Montrond, France",47.24792,2.5454
"2 Rue Racine, 18200 Saint-Amand-Montrond, France",47.252,2.5544
"20 Rue Du Commandant Pierre Rauscher, 18200 Saint-Amand-Montrond, France",47.25032,2.5511
"2 Rue De La Halle, 18190 Châteauneuf-Sur-Cher, France",47.17022,2.4652
"9 Pl. Gustave Vinadelle, 18130 Dun-Sur-Auron, France",47.16998,2.4712
"Place De La Mairie, 79400 Saint-Maixent-L'École, France",,
"Rue Ernest Perochon, 79400 Saint-Maixent-L'École, France",,
"49 Rue Georges Clemenceau, 79400 Saint-Maixent-L'École, France",,
"18 Rte De Saint-Médard, 33160 Saint-Aubin-De-Médoc, France",44.8768,-0.5128
"35 Av. De Paris, 95600 Eaubonne, France",,
"29 Rue De Stalingrad, 95120 Ermont, France",,
"19 Av. Jules Ferry, 78340 Les Clayes-Sous-Bois, France",,
"1Bis Rue Maurice Jouet, 78340 Les Clayes-Sous-Bois, France",,
"10 Pl. Du Général De Gaulle, 37500 Chinon, France",47.42024,0.8223
"16 Quai Jeanne D'Arc, 37500 Chinon, France",47.41816,0.8151
"17 Bis Pl. Du Château, 37120 Champigny-Sur-Veude, France",47.49064,0.8072
"6 Rue Du Logis Bourbon, 49590 Fontevraud-L'Abbaye, France",47.04832,-0.2836
"26 Rue Hoche, 37500 Chinon, France",47.42072,0.8178
"24 Rue Jean Jacques Rousseau, 37500 Chinon, France",47.42368,0.8157
"7 Rue Du Commerce, 37140 Bourgueil, France",47.49312,0.8015
"20 Rue Carnot, 37190 Azay-Le-Rideau, France",47.60384,0.8974
"3 Grand Rue, 37120 Richelieu, France",47.48808,0.8063
"8 Rue De La Motte, 37140 Benais, France",47.48872,0.7992
"24150 Lalinde, France",44.9572,0.653
"5 Pl. Jean Moulin, 24440 Beaumontois En Périgord, France",45.55952,1.1651
"1 Rue Saint-Yves, 29250 Saint-Pol-De-Léon, France",47.94992,-4.1478
"33 All. Niel, 31600 Muret, France",43.55192,1.5493
"1 All. Niel, 31600 Muret, France",43.55248,1.5532
"11 Av. Du Cep, 78300 Poissy, France",,
"35 Quater Bd Gambetta, 78300 Poissy, France",,
"30 Rue Du Général De Gaulle, 78300 Poissy, France",,
"16 Rue Du 8 Mai 1945, 78300 Poissy, France",,
"101 Rue Du Général De Gaulle, 78300 Poissy, France",,
"8 Pl. Du Marché Neuf, 78100 Saint-Germain-En-Laye, France",,
"4 Pl. André Malraux, 78100 Saint-Germain-En-Laye, France",,
"Av. Des Frères Le Gall, 22310 Plestin-Les-Grèves, France",48.41702,-2.8634
"22 Rte Du Port, 22300 Trédrez-Locquémeau, France",48.41886,-2.8645
"26 Rue La Carrère, 64370 Arthez-De-Béarn, France",43.43034,-0.516
"31 Rte De Sault De Navailles, 64230 Bougarber, France",43.35776,-0.4907
"Lotissement Du Sarré, Quartier Loupien, 64360 Monein, France",43.43722,-0.5196
"33 Rue Du Commerce, 64360 Monein, France",43.4317,-0.5148
"48 Rue Des Pyrénées, 64450 Thèze, France",43.40752,-0.5076
"14 Cr De L'Intendance, 33000 Bordeaux, France",44.83772,-0.5749
"36 Rue Condillac, 33000 Bordeaux, France",44.8374,-0.5769
"27 Cr De L'Intendance, 33000 Bordeaux, France",44.83716,-0.5831
"26 Rte De Quimper, 29170 Fouesnant, France",48.252,-4.4541
"20 Rue Du Parc, 29000 Quimper, France",48.38626,-4.4833
"26 Rue Raymond Berrivin, 95800 Courdimanche, France",,
"8 Rue De La Lune Corail, 95800 Cergy, France",,
"3 Pl. Des 3 Gares, 95800 Cergy, France",,
"106 Bd D'Écancourt, 95280 Jouy-Le-Moutier, France",,
"178 Av. Roger Guichard, 95610 Éragny, France",,
"131 All. Du Château, 79270 Épannes, France",,
"31 Rue De La Reine Des Prés, 79460 Magné, France",,
"78 Rue Gaston Doumergue, 31170 Tournefeuille, France",43.62264,1.4176
"45 Bd Vincent Auriol, 31170 Tournefeuille, France",43.62024,1.417
"1 Bd Eugène Montel, 31170 Tournefeuille, France",43.62096,1.417
"68 Rue De Dunkerque, 11400 Castelnaudary, France",43.3191,1.9547
"22 All. Du Cassieu, 11400 Castelnaudary, France",43.3155,1.9534
"2 Rue Du Marché, 87230 Châlus, France",45.79258,1.0767
"64 Quai Paul Bert, 37100 Tours, France",47.35352,0.7138
"81 Rue De La Fuye, 37000 Tours, France",47.38698,0.6857
"21 Av. De La Tranchée, 37100 Tours, France",47.34712,0.7216
"8 Bis Rue Du Dr Herpin, 37000 Tours, France",47.38378,0.68
"3 Av. De Longueil, 78600 Maisons-Laffitte, France",,
"2 Av. Eglé, 78600 Maisons-Laffitte, France",,
"30 Av. De Longueil, 78600 Maisons-Laffitte, France",,
"16 Av. De La République, 78500 Sartrouville, France",,
"8 Av. De La République, 78500 Sartrouville, France",,
"44 Rue Jean Mermoz, 78600 Maisons-Laffitte, France",,
"80 Av. Charles De Gaulle, 19300 Égletons, France",45.33186,1.8843
"35 Av. Limousine, 19250 Meymac, France",45.41822,1.9374
"Pl. De Verdun, 19200 Ussel, France",45.41782,1.9352
"5 Bd Clemenceau, 19200 Ussel, France",45.41502,1.9324
"3 Rue De La Luzege, 19250 Meymac, France",45.41662,1.9307
"4 Bd Victor Hugo, 19200 Ussel, France",45.42062,1.9304
"90 Bd Denfert Rochereau, 16100 Cognac, France",45.93554,-0.149
"28 Rue De Boutiers, 16100 Cognac, France",45.9301,-0.1494
"44 Bd Denfert Rochereau, 16100 Cognac, France",45.9329,-0.1488
"53 Cr Lamarque De Plaisance, 33120 Arcachon, France",44.78264,-0.383
"26 Av. Gambetta, 33120 Arcachon, France",44.77608,-0.3792
"28 Av. Gambetta, 33120 Arcachon, France",44.78392,-0.3789
"4 Pl. Des Marquises, 33120 Arcachon, France",44.77864,-0.3782
"2 Rue Béranger, 33260 La Teste-De-Buch, France",44.81948,-0.4593
"22 Rue Lafayette, 31000 Toulouse, France",43.6035,1.4416
"10 Bd Lazare Carnot, 31000 Toulouse, France",43.60086,1.4394
"11 Rue De Metz, 31000 Toulouse, France",43.60774,1.4401
"1 Rue Henri Regnault, 31500 Toulouse, France",43.63578,1.417
"3 Rue D'Alsace Lorraine, 31000 Toulouse, France",43.60742,1.4485
"10 Rue Bouquières, 31000 Toulouse, France",43.60454,1.4439
"47 Bd Lazare Carnot, 31000 Toulouse, France",43.60406,1.4449
"21 Av. De Stalingrad, 78260 Achères, France",,
"56 Quai Eugène Le Corre, 78700 Conflans-Sainte-Honorine, France",,
"49 Av. Carnot, 78700 Conflans-Sainte-Honorine, France",,
"7 Rue Maurice Berteaux, 78700 Conflans-Sainte-Honorine, France",,
"53 Rue Maurice Berteaux, 78700 Conflans-Sainte-Honorine, France",,
"2 Rue Du Patis, 95290 L'Isle-Adam, France",,
"1Bis Rue De Nesles La Vallée, 95620 Parmain, France",,
"100 Rue Pierre Brossolette, 95590 Presles, France",,
"79 Av. Valéry Giscard D'Estaing, 95290 L'Isle-Adam, France",,
"5 Rue Pierre Pilon, 95690 Nesles-La-Vallée, France",,
"25 Pl. Du 14 Juillet, 47000 Agen, France",44.22152,0.7483
"18 Rue Voltaire, 47000 Agen, France",44.222,0.7449
"121 Bd De La République, 47000 Agen, France",44.22376,0.7437
"7 Pl. De L'Hôtel De Ville, 40140 Soustons, France",43.926,-0.7936
"1 Pl. Robert Lassalle, 40140 Soustons, France",43.92688,-0.7939
"1850 Av. Charles De Gaulle, 40510 Seignosse, France",43.9473,-0.839
"249 Av. De Lardenne, 31100 Toulouse, France",43.56462,1.4711
"251 Rte De Bayonne, 31300 Toulouse, France",43.61606,1.4844
"246 Bis Av. De Lardenne, 31100 Toulouse, France",43.56558,1.4654
"16 Av. De La Moutete, 64300 Orthez, France",43.4317,-0.521
"Résidence Du Gave, 2 Rue D'Aspe, 64300 Orthez, France",43.4357,-0.5196
"12 Pl. Brossers, 64300 Orthez, France",43.43066,-0.5207
"Rue De La Cour, 34150 Gignac, France",43.63538,3.4983
"35 Bd De L'Esplanade, 34150 Gignac, France",43.63586,3.4979
"12 Bd De La Liberté, 34230 Paulhan, France",43.63272,3.7755
"20 Passage Albert Camus, 34570 Vailhauquès, France",43.6032,3.3466
"Les Diagonales Du Soleil, 390 Av. Paul Demarne, 34800 Canet, France",43.59936,3.6338
"31 Rue Du 24 Février, 79000 Niort, France",,
"35 Av. De Verdun, 79000 Niort, France",,
"10 Rue De La Gare, 79000 Niort, France",,
"6 Av. De Verdun, 79000 Niort, France",,
"42 Rue Général De Gaulle, 19120 Beaulieu-Sur-Dordogne, France",45.1512,1.534
"3 Rue De La Gare, 19500 Meyssac, France",45.56774,2.0661
"3 Rue De La Paix, 19360 Malemort, France",45.3301,1.8873
"31 Rue Auclert Descottes, 36200 Argenton-Sur-Creuse, France",46.65176,1.5479
"29 Rue De La République, 36000 Châteauroux, France",46.81878,1.6795
"10 Rue Albert Moreau, 36800 Saint-Gaultier, France",46.50126,1.458
"Palais Des Pyrénées, 17 Rue Gachet, 64000 Pau, France",43.4445,-0.5556
"Palais Des Pyrénées, 15 Rue Gachet, 64000 Pau, France",43.44178,-0.55
"12 Av. Ernest Cazenave, 64110 Jurançon, France",43.16302,-0.6284
"10 Rue Mourot, 64000 Pau, France",43.44818,-0.551
"27 Rue De La République, 64000 Pau, France",43.4441,-0.5568
"Villa Hougueyre, 35 Av. De La Côté D'Argent, 33380 Marcheprime, France",44.8084,-0.6818
"8 Quai De La Résistance, 34200 Sète, France",43.52024,3.5826
"13 Bis Quai Maréchal De Lattre De Tassigny, 34200 Sète, France",43.52192,3.5826
"83 Gd Rue Mario Roustan, 34200 Sète, France",43.52136,3.5775
"15 Quai Maréchal De Lattre De Tassigny, 34200 Sète, France",43.518,3.5827
"1 Quai Aspirant Herber, 34200 Sète, France",43.51736,3.5827
"20 Rue Honoré Euzet, 34200 Sète, France",43.5208,3.5819
"3 Quai De La République, 34200 Sète, France",43.52024,3.5774
"46 Bd De La République, 40000 Mont-De-Marsan, France",43.97612,-0.7391
"46700 Saint-Martin-Le-Redon, France",44.3805,1.481
"37 Rue Albert Caillau, 82150 Montaigu-De-Quercy, France",44.1022,1.4327
"Résidence La Plage, 27 Rue Jean Claude Pizzera, 40480 Vieux-Boucau-Les-Bains, France",43.97142,-0.7973
"109 Bd Léon Gambetta, 46000 Cahors, France",44.45064,1.4356
"3 Pl. De La Libération, 46000 Cahors, France",44.45064,1.4337
"125 Rue Maréchal Foch, 46000 Cahors, France",44.44824,1.4337
"29 Av. Président Georges Pompidou, 46100 Figeac, France",44.55176,1.2997
"26B Rue Emile Combes, 17800 Pons, France",45.94784,-0.5775
"3 Rue Des Érables, 17800 Pons, France",45.95376,-0.577
"7 Av. De La Grande Lande, 33170 Gradignan, France",44.9196,-0.4529
"24 Av. De La Libération, 33610 Canéjan, France",44.848,-0.1056
"140 Av. De Castres, 31500 Toulouse, France",43.62946,1.4144
"410 Rte De Baziege La Lauragaise, 31670 Labège, France",43.4832,1.5513
"2 Av. Des Coteaux, 31320 Vigoulet-Auzil, France",43.68312,1.554
"26 Bis Bd De La République, 34110 Frontignan, France",43.36574,3.4373
"15 Pl. Jean Jaurès, 34110 Frontignan, France",43.3703,3.4343
"Agence Immobilière Cabinet Million, 17 Rue Du Puits Neuf, 34110 Vic-La-Gardiole, France",43.36726,3.4361
"50 Bis Rue Gambetta, 24310 Brantôme En Périgord, France",45.28308,0.9059
"66 Avenue Leon Gambetta, 17300 Rochefort, France",45.94704,-0.985
"42 Av. La Fayette, 17300 Rochefort, France",45.94976,-0.9767
"37 Rue Audry De Puyravault, 17300 Rochefort, France",45.94896,-0.9803
"87500 Saint-Yrieix-La-Perche, France",45.76608,1.1829
"12 Av. Dr Lemoyne Avenue Du, 87500 Saint-Yrieix-La-Perche, France",45.76592,1.1774
"2B Rue Victor Hugo, 33185 Le Haillan, France",44.84856,-0.7171
"8 A All. Montaigne, 33185 Le Haillan, France",44.8508,-0.7178
"26 Rue De Chavailles, 33185 Le Haillan, France",44.85272,-0.7208
"148 Av. De La République, 33450 Saint-Loubès, France",44.79188,-0.8174
"5 All. Du Couquet, 33450 Saint-Loubès, France",44.79052,-0.8168
"22 Rue Lamartine, 33450 Saint-Loubès, France",44.79324,-0.8173
"140 Rue Des Hauts Pavés, 44000 Nantes, France",47.21912,-1.5564
"Rond-Point De Vannes, 169 Rue Des Hauts Pavés, 44000 Nantes, France",47.2212,-1.551
"30 Bis Rue Jenny Lepreux, 33000 Bordeaux, France",44.83588,-0.5754
"52 Rue Franz Schrader, 33000 Bordeaux, France",44.83788,-0.58
"9 Rue Maurian, 33700 Mérignac, France",44.91704,-1.02
"8 Cr Marechal Gallieni, 33400 Talence, France",44.79336,-0.7494
"1 Rue Des Promenades, 79500 Melle, France",,
"64 Av. De Grammont, 37000 Tours, France",47.38258,0.6793
"21 Cr Edouard Vaillant, 33300 Bordeaux, France",44.8288,-0.6823
"41 Cr Saint-Louis, 33000 Bordeaux, France",44.84084,-0.5796
"19 Rue Du Commandant Cousteau, 33100 Bordeaux, France",44.85994,-0.4978
"61 Quai Lawton, 33300 Bordeaux, France",44.8308,-0.6789
"117 Cr Balguerie Stuttenberg, 33300 Bordeaux, France",44.82824,-0.6842
"32 Av. Pasteur, 31220 Cazères, France",43.5587,1.4588
"42 Av. De La Paix, 31260 Salies-Du-Salat, France",43.55846,1.4508
"18 Bd Des Martyrs De Meilhan, 31230 L'Isle-En-Dodon, France",43.5801,1.5846
"84 Av. Nationale, 40230 Saint-Vincent-De-Tyrosse, France",43.96652,-0.8124
"175 Rte De Bordeaux, 40230 Saint-Vincent-De-Tyrosse, France",43.9686,-0.81
"Imp. Clavery, 40230 Saint-Vincent-De-Tyrosse, France",43.9686,-0.8109
"68 Bd Jean Jaurès, 92110 Clichy, France",,
"12&24, All. Léon Gambetta 12, 92110 Clichy, France",,
"2 Bd Jean Jaurès, 92110 Clichy, France",,
"19 Gd Rue Charles De Gaulle, 92600 Asnières-Sur-Seine, France",,
"28 Bd Jean Jaurès, 92110 Clichy, France",,
"42 Bd Du Général Leclerc, 92110 Clichy, France",,
"65 Rue Du Président Wilson, 92300 Levallois-Perret, France",,
"92 R. De Lévis, 75017 Paris, France",,
"63 Rue Du Président Wilson, 92300 Levallois-Perret, France",,
"82 Av. De La Marne, 92600 Asnières-Sur-Seine, France",,
"1 Pl. Jacques Froment, 75018 Paris, France",,
"7 Pl. Des Victoires, 37230 Luynes, France",47.7468,1.0509
"Le Voilier, 29 Av. Georges Pompidou, 40130 Capbreton, France",44.00308,-0.7751
"2 Rue De Québec, 40130 Capbreton, France",43.99996,-0.7688
"13 Bis Pl. De La République, 46400 Saint-Céré, France",44.33218,1.6644
"46130 Bretenoux, France",44.54992,1.2989
"189 Av. D'Uxellodunum, 46110 Vayrac, France",44.55104,1.2984
"4 Rue Du Bourg Moyen, 41000 Blois, France",47.58034,1.3298
"3 Rue Des Orfèvres, 41000 Blois, France",47.58466,1.3322
"17 Rue Du Général De Gaulle, 29590 Le Faou, France",47.99896,-3.9007
"Pépinière D'Entreprises, Za De Quiella, 29590 Le Faou, France",47.99856,-3.8983
"7 Rue De La Porte, 29200 Brest, France",48.41534,-4.4823
"2 Rue Branda, 29200 Brest, France",48.41566,-4.4814
"10 Bis Rue Jean Rostand, 09100 Pamiers, France",42.9849,1.5977
"30 Rte De Toulouse, 09100 Pamiers, France",42.98266,1.6049
"72Bis Bd Alsace Lorraine, 09100 Pamiers, France",42.98426,1.6033
"8R Rue Zizim, 23400 Bourganeuf, France",46.22054,2.1191
"D35, 23460 Royère-De-Vassivière, France",46.22046,2.1129
"2 Av. De La République, 23200 Aubusson, France",46.08378,2.1971
"21 Rue Pérignon, 31330 Grenade, France",43.69808,1.5823
"14 A Rue Victor Hugo, 31330 Grenade, France",43.70016,1.5787
"32 Rue Wagram, 31330 Grenade, France",43.69808,1.5808
"11 Rue Abel Boyé, 47200 Marmande, France",44.18926,0.6795
"1 Bd Raymond Fourcade, 47200 Marmande, France",44.18838,0.6789
"46 Rue Pierre-Henri Mauger, 41700 Le Controis-En-Sologne, France",47.35126,1.3768
"37 Rue Georges Clemenceau, 46170 Castelnau-Montratier, France",44.54976,1.2959
"54 Av. Dr Paul Benet, 82140 Saint-Antonin-Noble-Val, France",44.08722,1.366
"11 Rue Chaptal, 37110 Château-Renault, France",47.48912,0.8045
"41 Pl. Jean Jaurès, 37110 Château-Renault, France",47.48728,0.801
"Pl. Jean Jaurès, 37110 Château-Renault, France",47.4884,0.8046
"Pl. Des Tilleuls, 37110 Château-Renault, France",47.48752,0.7989
"7 Pl. Jean Jaurès, 37110 Château-Renault, France",47.4888,0.8026
"D68, 37370 Chemillé-Sur-Dême, France",47.20816,0.595
"5 Place Du Marché, 41100 Vendôme, France",47.51582,1.3617
"51 Quai De La Loire, 37210 Rochecorbon, France",47.64608,0.9535
"Rue Anna Et Gaston Dubois, 37360 Rouziers-De-Touraine, France",47.15848,0.5795
"15 Pl. De La Font Chaude, 40100 Dax, France",43.89422,-0.8098
"64 Av. De La Liberté, 40990 Saint-Paul-Lès-Dax, France",43.95,-0.7962
"7 Av. Eugène Millies Lacroix, 40100 Dax, France",43.89758,-0.8032
"82 Rue Du Xiv Juillet, 33400 Talence, France",44.79144,-0.755
"81500 Lavaur, France",43.72954,2.246
"39 All. Jean Jaurès, 81500 Lavaur, France",43.73186,2.2525
"46300 Gourdon, France",44.41726,1.5856
"1851F Chem. De Mont Marsis, 46300 Gourdon, France",44.4175,1.5787
"11 Imp. Des Célestins, 69600 Oullins-Pierre-Bénite, France",45.8175,4.7211
"159 Grande Rue, 69600 Oullins-Pierre-Bénite, France",45.8151,4.7203
"2 Pass. Des Vignes, 69600 Oullins-Pierre-Bénite, France",45.81942,4.7143
"129 - 131 Bd Robert Schuman, 44300 Nantes, France",47.22256,-1.53
"73 Av. De La Ferrière, 44700 Orvault, France",47.35208,-1.7483
"4 Quai De La Libération, 17430 Tonnay-Charente, France",45.5472,-0.955
"32 Av. De La République, 09400 Tarascon-Sur-Ariège, France",43.00352,1.3862
"21 Cr Gabriel Fauré, 09000 Foix, France",43.04648,1.615
"17 Rue De La Croix Blanche, 33770 Salles, France",44.67192,-0.9451
"3 Rue De La Haute Lande, 33770 Salles, France",44.67296,-0.9525
"20 Pl. Du Marché Des Trois Six, 34120 Pézenas, France",43.53006,3.6048
"2 Pl. De La République, 34120 Pézenas, France",43.52782,3.6032
"19 Cr Jean Jaurès, 34120 Pézenas, France",43.53494,3.602
"29 Cr Jean Jaurès Bp 126, 34120 Pézenas, France",43.53126,3.601
